person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group
24,62000,MORTGAGE,6,HOMEIMPROVEMENT,B,10000,10.74,0,0.16,N,2,SMALLYOUNG,middle,medium
24,62000,MORTGAGE,8,EDUCATION,B,7750,10.0,0,0.0197298544988283,N,2,SMALLYOUNG,middle,medium
22,80000,RENT,3,VENTURE,E,8000,18.39,0,0.6047935300204624,Y,3,SMALLYOUNG,highmiddle,medium
26,80000,RENT,0,HOMEIMPROVEMENT,A,8000,5.99,0,0.1,N,2,SMALLYOUNG,highmiddle,medium
25,74000,RENT,9,HOMEIMPROVEMENT,A,8000,7.29,1,0.3880022493524624,N,3,SMALLYOUNG,middle,medium
23,62000,MORTGAGE,0,VENTURE,D,18000,14.46,0,0.29,Y,3,SMALLYOUNG,middle,very large
22,62000,MORTGAGE,6,EDUCATION,A,1500,6.91,0,0.5448538470732086,N,2,SMALLYOUNG,middle,small
26,80000,RENT,0,MEDICAL,C,8000,12.73,0,0.1,Y,3,SMALLYOUNG,highmiddle,medium
22,62000,MORTGAGE,6,EDUCATION,A,17000,6.91,0,0.27,N,3,SMALLYOUNG,middle,very large
24,81600,RENT,5,VENTURE,C,8000,12.84,0,0.6097307803028154,Y,2,SMALLYOUNG,highmiddle,medium
26,82000,RENT,5,VENTURE,B,8000,10.99,0,0.8289680892050985,N,3,SMALLYOUNG,highmiddle,medium
26,62000,MORTGAGE,5,MEDICAL,A,10000,7.88,0,0.12213991302241205,N,2,SMALLYOUNG,middle,medium
26,76000,RENT,6,HOMEIMPROVEMENT,C,8000,13.48,1,0.456719010933565,Y,4,SMALLYOUNG,highmiddle,medium
25,56000,MORTGAGE,7,HOMEIMPROVEMENT,B,2000,11.49,1,0.4089274529926688,N,3,SMALLYOUNG,middle,small
26,62000,MORTGAGE,4,MEDICAL,B,20000,10.38,0,0.04753746206440618,N,4,SMALLYOUNG,middle,very large
25,62000,MORTGAGE,9,EDUCATION,B,2100,11.86,0,0.7094746501407723,N,2,SMALLYOUNG,middle,small
24,56000,MORTGAGE,1,VENTURE,C,10000,14.35,1,0.18,N,4,SMALLYOUNG,middle,medium
22,66300,RENT,4,MEDICAL,E,8000,18.39,1,0.1,N,4,SMALLYOUNG,middle,medium
22,84996,RENT,2,PERSONAL,C,8000,13.92,0,0.09,Y,3,SMALLYOUNG,highmiddle,medium
25,62000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,7.88,0,0.5326848959684439,N,4,SMALLYOUNG,middle,medium
24,85000,RENT,0,HOMEIMPROVEMENT,C,8000,13.06,0,0.4184880790713304,Y,2,SMALLYOUNG,highmiddle,medium
25,62000,MORTGAGE,5,DEBTCONSOLIDATION,A,10000,7.88,0,0.3379439376947984,N,3,SMALLYOUNG,middle,medium
23,62000,MORTGAGE,7,VENTURE,A,11200,7.88,0,0.18,N,4,SMALLYOUNG,middle,large
21,56000,MORTGAGE,5,EDUCATION,B,18000,10.25,1,0.32,N,2,SMALLYOUNG,middle,very large
22,86004,RENT,6,EDUCATION,C,8000,13.92,0,0.7833125613962191,Y,2,SMALLYOUNG,highmiddle,medium
26,86502,RENT,7,PERSONAL,B,8000,10.36,0,0.09,N,3,SMALLYOUNG,highmiddle,medium
22,62000,MORTGAGE,6,VENTURE,A,5000,8.59,0,0.0368217405081664,N,4,SMALLYOUNG,middle,small
25,87000,RENT,3,MEDICAL,B,8000,10.37,0,0.23134741460328292,N,2,SMALLYOUNG,highmiddle,medium
25,62000,OWN,7,VENTURE,C,3500,13.57,0,0.06,N,4,SMALLYOUNG,middle,small
23,62000,MORTGAGE,4,MEDICAL,B,10000,12.18,0,0.16,N,2,SMALLYOUNG,middle,medium
22,62000,MORTGAGE,2,EDUCATION,C,6000,13.92,0,0.1,N,4,SMALLYOUNG,middle,medium
23,62000,MORTGAGE,2,VENTURE,C,5000,13.57,0,0.08,Y,3,SMALLYOUNG,middle,small
23,76500,RENT,0,DEBTCONSOLIDATION,C,8000,14.26,1,0.1,N,4,SMALLYOUNG,highmiddle,medium
26,90000,RENT,3,EDUCATION,C,8000,14.27,0,0.3415149562877343,N,3,SMALLYOUNG,highmiddle,medium
24,62000,MORTGAGE,8,VENTURE,E,20000,16.7,0,0.32,N,2,SMALLYOUNG,middle,very large
22,90000,RENT,0,EDUCATION,A,8000,7.49,0,0.0629853644224461,N,3,SMALLYOUNG,highmiddle,medium
23,62000,MORTGAGE,1,PERSONAL,B,6500,10.95,0,0.1,N,3,SMALLYOUNG,middle,medium
22,62000,OWN,1,VENTURE,B,10000,11.58,0,0.4448721035524135,N,2,SMALLYOUNG,middle,medium
23,90000,RENT,5,MEDICAL,A,8000,6.92,0,0.09,N,3,SMALLYOUNG,highmiddle,medium
23,90000,RENT,0,DEBTCONSOLIDATION,C,8000,13.35,0,0.09,Y,3,SMALLYOUNG,highmiddle,medium
22,56000,MORTGAGE,5,MEDICAL,E,15000,16.0,1,0.27,Y,4,SMALLYOUNG,middle,large
22,91000,RENT,6,PERSONAL,A,8000,6.92,0,0.8278083930123986,N,4,SMALLYOUNG,highmiddle,medium
22,91000,RENT,2,PERSONAL,B,8000,11.86,0,0.7458210227851337,N,3,SMALLYOUNG,highmiddle,medium
23,92004,RENT,2,DEBTCONSOLIDATION,B,8000,11.49,0,0.09,N,4,SMALLYOUNG,highmiddle,medium
22,62000,MORTGAGE,2,EDUCATION,D,7500,13.87,0,0.12,N,3,SMALLYOUNG,middle,medium
23,62000,MORTGAGE,7,DEBTCONSOLIDATION,B,6400,10.08,0,0.1,N,2,SMALLYOUNG,middle,medium
24,62000,MORTGAGE,2,HOMEIMPROVEMENT,B,8000,10.08,0,0.13,N,3,SMALLYOUNG,middle,medium
23,62000,MORTGAGE,4,VENTURE,B,9600,9.2,0,0.03462679638638493,N,2,SMALLYOUNG,middle,medium
25,95000,RENT,4,PERSONAL,C,8000,15.23,0,0.08,N,4,SMALLYOUNG,highmiddle,medium
25,95000,RENT,8,PERSONAL,B,8000,10.99,0,0.08,N,3,SMALLYOUNG,highmiddle,medium
25,95000,RENT,3,HOMEIMPROVEMENT,C,8000,13.8,0,0.08,N,3,SMALLYOUNG,highmiddle,medium
25,95000,RENT,0,DEBTCONSOLIDATION,B,8000,10.36,0,0.08,N,3,SMALLYOUNG,highmiddle,medium
22,62000,MORTGAGE,5,MEDICAL,B,3000,8.7,0,0.05,N,3,SMALLYOUNG,middle,small
22,95004,RENT,0,EDUCATION,C,8000,12.61,0,0.5919387313009825,Y,4,SMALLYOUNG,highmiddle,medium
26,84000,RENT,0,HOMEIMPROVEMENT,C,8000,12.61,1,0.4110862532205264,N,4,SMALLYOUNG,highmiddle,medium
25,56004,MORTGAGE,5,DEBTCONSOLIDATION,B,8000,11.71,1,0.38133453304880066,N,3,SMALLYOUNG,middle,medium
25,84000,RENT,1,VENTURE,E,8000,16.45,1,0.3047873488253901,N,2,SMALLYOUNG,highmiddle,medium
26,96500,RENT,10,DEBTCONSOLIDATION,C,8000,13.61,0,0.08,Y,3,SMALLYOUNG,highmiddle,medium
24,56004,MORTGAGE,5,DEBTCONSOLIDATION,B,6000,10.0,1,0.11,N,3,SMALLYOUNG,middle,medium
24,97000,RENT,3,EDUCATION,D,8000,15.31,0,0.21921408120114097,N,3,SMALLYOUNG,highmiddle,medium
26,62004,MORTGAGE,3,MEDICAL,B,4000,9.99,0,0.3365815423504839,N,2,SMALLYOUNG,middle,small
26,99996,RENT,7,PERSONAL,D,8000,16.32,0,0.04547655188686337,Y,3,SMALLYOUNG,highmiddle,medium
21,99996,RENT,5,VENTURE,A,8000,7.14,0,0.5440222730774777,N,4,SMALLYOUNG,highmiddle,medium
23,56004,MORTGAGE,7,PERSONAL,B,15000,11.26,1,0.27,N,2,SMALLYOUNG,middle,large
23,62004,MORTGAGE,1,DEBTCONSOLIDATION,B,9600,10.95,0,0.07873585009491293,N,3,SMALLYOUNG,middle,medium
26,100000,RENT,6,MEDICAL,A,8000,6.54,0,0.13099289802621739,N,3,SMALLYOUNG,highmiddle,medium
25,62004,MORTGAGE,10,HOMEIMPROVEMENT,C,15000,13.47,0,0.6404347262703373,N,4,SMALLYOUNG,middle,large
22,62004,MORTGAGE,6,EDUCATION,A,3600,7.37,0,0.2026958473317776,N,2,SMALLYOUNG,middle,small
23,62004,MORTGAGE,7,MEDICAL,A,10000,9.07,0,0.16,N,4,SMALLYOUNG,middle,medium
23,89000,RENT,8,DEBTCONSOLIDATION,D,8000,14.74,1,0.5375287198492218,N,3,SMALLYOUNG,highmiddle,medium
26,62100,MORTGAGE,2,EDUCATION,B,9600,11.71,0,0.15,N,4,SMALLYOUNG,middle,medium
24,105000,RENT,8,DEBTCONSOLIDATION,A,8000,7.51,0,0.495027901212567,N,3,SMALLYOUNG,high,medium
26,62100,MORTGAGE,8,PERSONAL,C,1600,12.61,0,0.03,N,4,SMALLYOUNG,middle,small
24,62100,MORTGAGE,8,EDUCATION,C,6000,12.53,0,0.6687541500131271,N,2,SMALLYOUNG,middle,medium
26,81600,RENT,10,MEDICAL,D,8000,16.29,1,0.5254764179300242,Y,3,SMALLYOUNG,highmiddle,medium
24,108000,RENT,8,DEBTCONSOLIDATION,B,8000,9.88,0,0.3774650820836486,N,4,SMALLYOUNG,high,medium
26,62200,MORTGAGE,0,PERSONAL,E,18000,16.63,0,0.29,N,3,SMALLYOUNG,middle,very large
24,110000,RENT,4,PERSONAL,A,8000,5.99,0,0.0908550872723737,N,3,SMALLYOUNG,high,medium
25,115000,RENT,2,VENTURE,B,8000,11.71,0,0.07,N,4,SMALLYOUNG,high,medium
22,56208,MORTGAGE,6,DEBTCONSOLIDATION,D,12000,16.29,1,0.6455399023218333,Y,2,SMALLYOUNG,middle,large
24,116664,RENT,8,VENTURE,D,8000,16.49,0,0.4742102659153294,N,3,SMALLYOUNG,high,medium
22,108000,RENT,1,PERSONAL,D,8000,16.29,1,0.07,Y,2,SMALLYOUNG,high,medium
25,108000,RENT,5,DEBTCONSOLIDATION,E,8000,16.77,1,0.7188549811595865,N,3,SMALLYOUNG,high,medium
21,62316,MORTGAGE,5,MEDICAL,A,10000,7.66,0,0.7688101457146689,N,4,SMALLYOUNG,middle,medium
23,62352,OWN,7,EDUCATION,B,29800,10.65,0,0.1350415633395305,N,3,SMALLYOUNG,middle,very large
26,62361,MORTGAGE,6,PERSONAL,B,21650,12.69,0,0.5491986223986111,N,4,SMALLYOUNG,middle,very large
23,120000,RENT,4,EDUCATION,D,8000,14.61,0,0.07,Y,4,SMALLYOUNG,high,medium
25,123000,RENT,1,MEDICAL,B,8000,12.53,0,0.07,N,3,SMALLYOUNG,high,medium
26,125000,RENT,0,MEDICAL,B,8000,9.63,0,0.06,N,3,SMALLYOUNG,high,medium
23,126000,RENT,0,PERSONAL,C,8000,13.23,0,0.0540981498634169,N,3,SMALLYOUNG,high,medium
23,62400,MORTGAGE,4,VENTURE,A,7200,8.9,0,0.12,N,4,SMALLYOUNG,middle,medium
24,62400,MORTGAGE,8,PERSONAL,A,4000,8.9,0,0.15816896899360902,N,4,SMALLYOUNG,middle,small
23,130000,RENT,3,MEDICAL,B,8000,11.99,0,0.27689914300458524,N,3,SMALLYOUNG,high,medium
23,62400,MORTGAGE,7,MEDICAL,C,7000,13.06,0,0.6140708478252599,N,4,SMALLYOUNG,middle,medium
22,56400,MORTGAGE,6,EDUCATION,D,8400,14.91,1,0.6168091862001385,N,2,SMALLYOUNG,middle,medium
22,56400,MORTGAGE,6,PERSONAL,E,25000,16.4,1,0.44,N,3,SMALLYOUNG,middle,very large
24,131400,RENT,8,DEBTCONSOLIDATION,D,8000,15.99,1,0.238396293734701,N,2,SMALLYOUNG,high,medium
24,62400,MORTGAGE,3,EDUCATION,A,9500,6.54,0,0.4656060004115519,N,2,SMALLYOUNG,middle,medium
22,62400,MORTGAGE,6,EDUCATION,D,2400,14.46,0,0.04,Y,2,SMALLYOUNG,middle,small
22,62400,MORTGAGE,2,VENTURE,C,12600,13.85,0,0.2,Y,2,SMALLYOUNG,middle,large
25,62400,MORTGAGE,9,EDUCATION,D,12500,14.96,0,0.2,N,3,SMALLYOUNG,middle,large
25,62400,MORTGAGE,4,HOMEIMPROVEMENT,B,2000,10.99,0,0.03,N,4,SMALLYOUNG,middle,small
26,183700,RENT,2,PERSONAL,D,8000,15.62,1,0.3040533857083392,Y,4,SMALLYOUNG,high,medium
22,30000,RENT,1,EDUCATION,B,8050,12.69,1,0.7092526408979978,N,2,SMALLYOUNG,lowmiddle,medium
22,48000,RENT,6,EDUCATION,B,8050,10.0,0,0.17,N,2,SMALLYOUNG,lowmiddle,medium
21,50000,RENT,5,DEBTCONSOLIDATION,A,8075,6.17,0,0.16,N,2,SMALLYOUNG,lowmiddle,medium
22,54000,RENT,4,PERSONAL,C,8075,13.06,0,0.6205691057122996,N,3,SMALLYOUNG,middle,medium
23,78000,RENT,7,DEBTCONSOLIDATION,A,8100,7.29,0,0.09723962984589941,N,2,SMALLYOUNG,highmiddle,medium
21,25000,RENT,0,EDUCATION,A,8125,7.9,1,0.33,N,3,SMALLYOUNG,low,medium
25,62496,MORTGAGE,1,HOMEIMPROVEMENT,A,8000,7.51,0,0.4064794778091195,N,2,SMALLYOUNG,middle,medium
23,30000,RENT,4,EDUCATION,C,8125,12.68,0,0.27,N,3,SMALLYOUNG,lowmiddle,medium
21,62496,MORTGAGE,1,EDUCATION,C,5000,12.53,0,0.5205343674676601,Y,3,SMALLYOUNG,middle,small
21,62500,MORTGAGE,6,EDUCATION,A,13200,7.9,0,0.7156121892484305,N,3,SMALLYOUNG,middle,large
23,62500,MORTGAGE,4,DEBTCONSOLIDATION,A,23525,7.9,0,0.7096150902619482,N,3,SMALLYOUNG,middle,very large
26,56000,RENT,6,HOMEIMPROVEMENT,C,8150,12.87,0,0.15,N,4,SMALLYOUNG,middle,medium
24,60500,RENT,1,DEBTCONSOLIDATION,D,8150,17.27,1,0.6867213379318776,Y,3,SMALLYOUNG,middle,medium
26,62500,MORTGAGE,9,MEDICAL,B,8000,11.49,0,0.3261589740136003,N,2,SMALLYOUNG,middle,medium
22,62500,MORTGAGE,6,PERSONAL,A,10000,5.99,0,0.16,N,3,SMALLYOUNG,middle,medium
25,34000,RENT,4,VENTURE,B,8200,12.21,0,0.24,N,4,SMALLYOUNG,lowmiddle,medium
24,62500,MORTGAGE,2,VENTURE,A,6000,5.79,0,0.03553346648476201,N,2,SMALLYOUNG,middle,medium
26,40000,RENT,0,VENTURE,A,8200,6.62,0,0.2,N,4,SMALLYOUNG,lowmiddle,medium
24,40944,RENT,0,MEDICAL,B,8200,11.36,0,0.2,N,2,SMALLYOUNG,lowmiddle,medium
23,55000,RENT,7,PERSONAL,C,8200,13.11,0,0.15,Y,3,SMALLYOUNG,middle,medium
24,62500,MORTGAGE,8,DEBTCONSOLIDATION,B,16000,10.38,0,0.05034939439789703,N,3,SMALLYOUNG,middle,very large
22,150000,RENT,2,EDUCATION,A,8200,6.99,0,0.2461294996481466,N,3,SMALLYOUNG,high,medium
21,25200,RENT,1,EDUCATION,A,8250,7.49,1,0.33,N,4,SMALLYOUNG,lowmiddle,medium
23,30000,RENT,5,MEDICAL,A,8250,7.51,0,0.7764527738208186,N,4,SMALLYOUNG,lowmiddle,medium
23,62500,MORTGAGE,1,MEDICAL,C,9600,13.22,0,0.15,Y,3,SMALLYOUNG,middle,medium
24,62500,OWN,8,PERSONAL,C,6500,13.22,0,0.5364084705118822,Y,2,SMALLYOUNG,middle,medium
25,62500,MORTGAGE,5,DEBTCONSOLIDATION,C,15000,6.0,0,0.24,N,3,SMALLYOUNG,middle,large
23,62500,MORTGAGE,7,VENTURE,A,4000,7.43,0,0.4540227896902166,N,3,SMALLYOUNG,middle,small
23,62510,MORTGAGE,5,EDUCATION,B,12000,10.74,0,0.4817377696664232,N,4,SMALLYOUNG,middle,large
25,70000,RENT,6,EDUCATION,C,8250,13.61,1,0.12,Y,4,SMALLYOUNG,middle,medium
24,62677,MORTGAGE,2,MEDICAL,B,6000,10.2,0,0.1,N,2,SMALLYOUNG,middle,medium
23,26000,RENT,4,EDUCATION,B,8300,9.99,1,0.4940100426255333,N,4,SMALLYOUNG,lowmiddle,medium
25,30000,RENT,0,HOMEIMPROVEMENT,A,8300,8.9,1,0.6516336904324797,N,3,SMALLYOUNG,lowmiddle,medium
22,45020,RENT,6,EDUCATION,B,8300,10.99,0,0.18,N,4,SMALLYOUNG,lowmiddle,medium
21,50000,RENT,5,DEBTCONSOLIDATION,A,8300,8.9,0,0.7877816368497947,N,4,SMALLYOUNG,lowmiddle,medium
24,83000,RENT,4,HOMEIMPROVEMENT,A,8300,7.88,0,0.1,N,2,SMALLYOUNG,highmiddle,medium
22,62892,MORTGAGE,4,DEBTCONSOLIDATION,C,9600,11.03,0,0.15,N,4,SMALLYOUNG,middle,medium
21,62916,MORTGAGE,5,EDUCATION,B,15000,11.49,0,0.24,N,4,SMALLYOUNG,middle,large
22,56920,MORTGAGE,6,VENTURE,D,10000,14.59,1,0.4299460247281968,Y,2,SMALLYOUNG,middle,medium
24,56972,OWN,6,DEBTCONSOLIDATION,E,15000,16.4,1,0.7497589919096435,N,4,SMALLYOUNG,middle,large
25,63000,MORTGAGE,9,PERSONAL,B,14000,12.42,0,0.22,N,2,SMALLYOUNG,middle,large
26,31200,RENT,4,PERSONAL,C,8325,13.49,0,0.2752267070949687,N,3,SMALLYOUNG,lowmiddle,medium
26,77100,RENT,6,DEBTCONSOLIDATION,A,8350,6.99,0,0.11,N,3,SMALLYOUNG,highmiddle,medium
21,30000,RENT,5,EDUCATION,A,8400,6.03,0,0.28,N,3,SMALLYOUNG,lowmiddle,medium
23,63000,MORTGAGE,7,EDUCATION,A,20000,7.9,0,0.7843185670229582,N,2,SMALLYOUNG,middle,very large
24,63000,MORTGAGE,0,VENTURE,B,6000,9.91,0,0.1,N,4,SMALLYOUNG,middle,medium
24,31200,RENT,2,VENTURE,C,8400,13.23,0,0.8288946366262655,N,3,SMALLYOUNG,lowmiddle,medium
21,32000,RENT,2,DEBTCONSOLIDATION,D,8400,16.77,1,0.3080580466913324,Y,4,SMALLYOUNG,lowmiddle,medium
25,63000,MORTGAGE,9,MEDICAL,A,20000,8.49,0,0.32,N,4,SMALLYOUNG,middle,very large
22,32000,RENT,3,EDUCATION,B,8400,11.49,0,0.2390625195394741,N,4,SMALLYOUNG,lowmiddle,medium
24,63000,MORTGAGE,5,VENTURE,B,20000,11.49,0,0.32,N,3,SMALLYOUNG,middle,very large
23,63000,MORTGAGE,2,PERSONAL,B,10000,10.59,0,0.6762296713270106,N,2,SMALLYOUNG,middle,medium
23,63000,MORTGAGE,8,EDUCATION,A,7300,7.49,0,0.12,N,2,SMALLYOUNG,middle,medium
21,63000,MORTGAGE,2,PERSONAL,B,10000,10.59,0,0.16,N,2,SMALLYOUNG,middle,medium
25,63000,MORTGAGE,2,HOMEIMPROVEMENT,B,20000,9.99,0,0.32,N,2,SMALLYOUNG,middle,very large
24,35000,RENT,3,VENTURE,C,8400,12.87,0,0.7093624363572256,Y,4,SMALLYOUNG,lowmiddle,medium
23,63000,MORTGAGE,7,MEDICAL,A,9700,5.99,0,0.5975147024841139,N,4,SMALLYOUNG,middle,medium
21,63000,MORTGAGE,5,DEBTCONSOLIDATION,B,11200,10.99,0,0.18,N,4,SMALLYOUNG,middle,large
26,35960,RENT,10,MEDICAL,B,8400,11.49,0,0.3609763035435913,N,3,SMALLYOUNG,lowmiddle,medium
25,36000,RENT,9,PERSONAL,E,8400,18.64,0,0.23,Y,4,SMALLYOUNG,lowmiddle,medium
22,63000,MORTGAGE,6,MEDICAL,A,10800,5.99,0,0.8287654507366932,N,2,SMALLYOUNG,middle,large
24,36100,RENT,3,EDUCATION,B,8400,11.26,0,0.23,N,4,SMALLYOUNG,lowmiddle,medium
23,63000,MORTGAGE,7,PERSONAL,A,6800,7.66,0,0.19302905142601431,N,4,SMALLYOUNG,middle,medium
22,41000,RENT,0,EDUCATION,A,8400,8.94,0,0.0707540827038717,N,2,SMALLYOUNG,lowmiddle,medium
22,63000,MORTGAGE,6,VENTURE,A,8400,7.29,0,0.1595514293653547,N,4,SMALLYOUNG,middle,medium
22,63000,MORTGAGE,2,MEDICAL,A,12000,7.66,0,0.0954750890331493,N,3,SMALLYOUNG,middle,large
26,63000,MORTGAGE,10,MEDICAL,A,10000,6.91,0,0.16,N,2,SMALLYOUNG,middle,medium
26,35500,RENT,10,DEBTCONSOLIDATION,D,8400,17.27,1,0.24,N,4,SMALLYOUNG,lowmiddle,medium
22,63000,MORTGAGE,6,EDUCATION,A,4500,5.42,0,0.07,N,2,SMALLYOUNG,middle,small
22,42000,RENT,3,MEDICAL,C,8400,14.35,0,0.2,N,4,SMALLYOUNG,lowmiddle,medium
26,63000,MORTGAGE,10,HOMEIMPROVEMENT,B,10000,9.25,0,0.4250992335022638,N,3,SMALLYOUNG,middle,medium
22,63000,MORTGAGE,6,EDUCATION,A,3700,5.42,0,0.40880033960371226,N,4,SMALLYOUNG,middle,small
25,63000,MORTGAGE,9,EDUCATION,B,25000,11.49,0,0.0820654603182375,N,2,SMALLYOUNG,middle,very large
24,63000,MORTGAGE,8,VENTURE,B,6300,11.49,0,0.2889322667731692,N,4,SMALLYOUNG,middle,medium
24,45000,RENT,1,EDUCATION,A,8400,7.9,0,0.10328406381349696,N,3,SMALLYOUNG,lowmiddle,medium
23,39000,RENT,5,PERSONAL,C,8400,13.79,1,0.1232270483446668,N,2,SMALLYOUNG,lowmiddle,medium
26,47000,RENT,2,VENTURE,B,8400,11.83,0,0.18,N,4,SMALLYOUNG,lowmiddle,medium
22,63000,MORTGAGE,2,MEDICAL,C,8400,12.73,0,0.13,Y,4,SMALLYOUNG,middle,medium
26,48000,RENT,4,DEBTCONSOLIDATION,B,8400,11.12,0,0.4419202839501041,N,2,SMALLYOUNG,lowmiddle,medium
26,50000,RENT,2,HOMEIMPROVEMENT,C,8400,14.72,0,0.17,Y,3,SMALLYOUNG,lowmiddle,medium
22,63000,MORTGAGE,6,PERSONAL,B,8950,10.99,0,0.5229975189781156,N,4,SMALLYOUNG,middle,medium
25,50000,RENT,6,MEDICAL,C,8400,13.22,0,0.17,N,3,SMALLYOUNG,lowmiddle,medium
26,44000,RENT,0,MEDICAL,E,8400,14.5,1,0.19,Y,3,SMALLYOUNG,lowmiddle,medium
26,51300,RENT,9,DEBTCONSOLIDATION,B,8400,11.99,0,0.4277703087839171,N,3,SMALLYOUNG,middle,medium
22,51420,RENT,6,PERSONAL,C,8400,11.97,0,0.16,Y,3,SMALLYOUNG,middle,medium
26,51996,RENT,8,MEDICAL,C,8400,13.99,0,0.4127797100091611,Y,2,SMALLYOUNG,middle,medium
24,63000,OWN,0,HOMEIMPROVEMENT,A,17600,8.94,0,0.6301918565280145,N,4,SMALLYOUNG,middle,very large
23,52000,RENT,2,EDUCATION,A,8400,6.17,0,0.2330660499632284,N,3,SMALLYOUNG,middle,medium
23,46500,RENT,0,MEDICAL,D,8400,16.89,1,0.18,Y,3,SMALLYOUNG,lowmiddle,medium
22,63000,MORTGAGE,3,PERSONAL,A,10000,8.94,0,0.16,N,4,SMALLYOUNG,middle,medium
24,63000,MORTGAGE,8,PERSONAL,F,20000,19.13,0,0.7547710637623494,Y,3,SMALLYOUNG,middle,very large
26,49000,RENT,2,VENTURE,D,8400,18.25,1,0.0068817250892084,Y,4,SMALLYOUNG,lowmiddle,medium
25,55000,RENT,0,EDUCATION,C,8400,13.72,0,0.15,N,3,SMALLYOUNG,middle,medium
22,55000,RENT,2,VENTURE,A,8400,7.88,0,0.2451735676430518,N,2,SMALLYOUNG,middle,medium
25,63000,MORTGAGE,3,EDUCATION,C,3000,13.47,0,0.05,N,2,SMALLYOUNG,middle,small
26,55000,RENT,10,MEDICAL,A,8400,8.94,0,0.2184701206558585,N,3,SMALLYOUNG,middle,medium
26,63000,MORTGAGE,10,MEDICAL,A,3500,7.68,0,0.06,N,4,SMALLYOUNG,middle,small
23,56000,RENT,3,DEBTCONSOLIDATION,B,8400,10.99,0,0.15,N,2,SMALLYOUNG,middle,medium
24,63000,MORTGAGE,8,PERSONAL,C,11400,13.79,0,0.18,N,4,SMALLYOUNG,middle,large
22,63000,MORTGAGE,2,EDUCATION,A,14100,8.0,0,0.6136062323298341,N,2,SMALLYOUNG,middle,large
24,63000,MORTGAGE,0,MEDICAL,C,15000,13.47,0,0.4745895911114636,N,4,SMALLYOUNG,middle,large
25,60000,RENT,9,MEDICAL,C,8400,13.99,0,0.0528339877688902,Y,3,SMALLYOUNG,middle,medium
23,60000,RENT,0,VENTURE,A,8400,7.49,0,0.14,N,3,SMALLYOUNG,middle,medium
26,63000,MORTGAGE,6,HOMEIMPROVEMENT,B,24000,11.46,0,0.2704993290646352,N,4,SMALLYOUNG,middle,very large
25,60000,RENT,1,VENTURE,A,8400,7.29,0,0.14,N,2,SMALLYOUNG,middle,medium
24,57000,MORTGAGE,9,MEDICAL,C,6500,13.04,1,0.3361493076140885,Y,4,SMALLYOUNG,middle,medium
25,63000,MORTGAGE,0,EDUCATION,D,25000,13.87,0,0.5738947872073603,N,2,SMALLYOUNG,middle,very large
24,60000,RENT,7,PERSONAL,A,8400,6.17,0,0.6749472808522321,N,3,SMALLYOUNG,middle,medium
26,63000,MORTGAGE,3,HOMEIMPROVEMENT,C,3800,12.04,0,0.337010071593411,Y,4,SMALLYOUNG,middle,small
26,63096,MORTGAGE,1,HOMEIMPROVEMENT,A,4200,5.99,0,0.07,N,3,SMALLYOUNG,middle,small
22,62000,RENT,0,MEDICAL,C,8400,13.47,0,0.14,Y,2,SMALLYOUNG,middle,medium
22,63132,MORTGAGE,0,DEBTCONSOLIDATION,A,10000,6.03,0,0.4756520904246601,N,3,SMALLYOUNG,middle,medium
23,63150,MORTGAGE,7,MEDICAL,B,12000,9.91,0,0.19,N,2,SMALLYOUNG,middle,large
22,62004,RENT,5,EDUCATION,D,8400,15.62,0,0.14,Y,4,SMALLYOUNG,middle,medium
26,63180,OWN,4,HOMEIMPROVEMENT,C,5825,13.43,0,0.7966839131160709,Y,2,SMALLYOUNG,middle,medium
23,63189,MORTGAGE,7,VENTURE,B,8000,10.74,0,0.0506117006590638,N,2,SMALLYOUNG,middle,medium
25,63200,MORTGAGE,3,VENTURE,A,27250,8.9,0,0.43,N,4,SMALLYOUNG,middle,very large
23,63200,OTHER,0,DEBTCONSOLIDATION,B,4800,12.53,0,0.08,N,4,SMALLYOUNG,middle,small
26,65004,RENT,3,VENTURE,A,8400,7.51,0,0.6824110120551781,N,3,SMALLYOUNG,middle,medium
23,61000,RENT,2,PERSONAL,D,8400,14.84,1,0.2088160310911325,N,2,SMALLYOUNG,middle,medium
24,68000,RENT,2,VENTURE,A,8400,7.88,0,0.823074025068964,N,3,SMALLYOUNG,middle,medium
26,68926,RENT,4,PERSONAL,D,8400,17.27,0,0.46004675980180987,N,2,SMALLYOUNG,middle,medium
25,63300,MORTGAGE,0,EDUCATION,C,17600,12.53,0,0.28,Y,4,SMALLYOUNG,middle,very large
22,63400,MORTGAGE,6,PERSONAL,B,10500,9.99,0,0.6749011833451396,N,2,SMALLYOUNG,middle,large
26,63400,OWN,0,VENTURE,B,20000,9.62,0,0.2592400095719444,N,3,SMALLYOUNG,middle,very large
22,73500,RENT,2,MEDICAL,A,8400,6.54,0,0.11,N,4,SMALLYOUNG,middle,medium
24,75000,RENT,1,EDUCATION,B,8400,12.69,0,0.7340962764576339,N,4,SMALLYOUNG,middle,medium
